position,match_count,is_threshold_peak,threshold
0,14,0,24
1,13,0,24
2,13,0,24
3,13,0,24
4,14,0,24
5,13,0,24
6,12,0,24
7,11,0,24
8,12,0,24
9,13,0,24
10,13,0,24
11,12,0,24
12,11,0,24
13,11,0,24
14,13,0,24
15,14,0,24
16,14,0,24
17,13,0,24
18,15,0,24
19,15,0,24
20,14,0,24
21,13,0,24
22,13,0,24
23,15,0,24
24,16,0,24
25,16,0,24
26,16,0,24
27,16,0,24
28,18,0,24
29,18,0,24
30,17,0,24
31,18,0,24
32,18,0,24
33,16,0,24
34,17,0,24
35,16,0,24
36,14,0,24
37,14,0,24
38,13,0,24
39,14,0,24
40,15,0,24
41,14,0,24
42,16,0,24
43,17,0,24
44,17,0,24
45,16,0,24
46,16,0,24
47,18,0,24
48,18,0,24
49,19,0,24
50,21,0,24
51,21,0,24
52,19,0,24
53,18,0,24
54,17,0,24
55,17,0,24
56,16,0,24
57,15,0,24
58,16,0,24
59,16,0,24
60,16,0,24
61,16,0,24
62,16,0,24
63,18,0,24
64,19,0,24
65,19,0,24
66,17,0,24
67,17,0,24
68,16,0,24
69,17,0,24
70,18,0,24
71,17,0,24
72,17,0,24
73,17,0,24
74,15,0,24
75,15,0,24
76,15,0,24
77,15,0,24
78,14,0,24
79,15,0,24
80,15,0,24
81,15,0,24
82,16,0,24
83,15,0,24
84,15,0,24
85,14,0,24
86,13,0,24
87,13,0,24
88,15,0,24
89,17,0,24
90,18,0,24
91,20,0,24
92,19,0,24
93,19,0,24
94,20,0,24
95,19,0,24
96,17,0,24
97,18,0,24
98,18,0,24
99,17,0,24
100,16,0,24
101,16,0,24
102,14,0,24
103,14,0,24
104,14,0,24
105,14,0,24
106,16,0,24
107,15,0,24
108,13,0,24
109,13,0,24
110,14,0,24
111,16,0,24
112,17,0,24
113,16,0,24
114,16,0,24
115,16,0,24
116,16,0,24
117,16,0,24
118,16,0,24
119,15,0,24
120,14,0,24
121,13,0,24
122,14,0,24
123,14,0,24
124,14,0,24
125,13,0,24
126,11,0,24
127,12,0,24
128,11,0,24
129,11,0,24
