position,match_count,is_threshold_peak,threshold
0,35,0,28
1,33,0,28
2,33,0,28
3,31,0,28
4,30,0,28
5,29,0,28
6,27,0,28
7,26,0,28
8,25,0,28
9,23,0,28
10,25,0,28
11,27,0,28
12,27,0,28
13,29,0,28
14,30,1,28
15,29,0,28
16,29,0,28
17,30,1,28
18,29,0,28
19,28,0,28
20,30,0,28
21,30,0,28
22,28,0,28
23,28,0,28
24,29,0,28
25,30,0,28
26,31,0,28
27,32,0,28
28,33,0,28
29,33,0,28
30,34,1,28
31,32,0,28
32,31,0,28
33,33,1,28
34,31,0,28
35,31,0,28
36,30,0,28
37,29,0,28
38,28,0,28
39,30,0,28
40,30,0,28
41,29,0,28
42,30,1,28
43,28,0,28
44,28,0,28
45,30,1,28
46,29,0,28
47,30,0,28
48,32,0,28
49,33,1,28
50,31,0,28
51,29,0,28
52,30,0,28
53,30,0,28
54,29,0,28
55,30,0,28
56,32,0,28
57,32,0,28
58,33,0,28
59,35,1,28
60,34,0,28
61,34,0,28
62,32,0,28
63,33,0,28
64,33,0,28
65,32,0,28
66,31,0,28
67,29,0,28
68,28,0,28
69,26,0,28
70,25,0,28
71,24,0,28
72,24,0,28
73,24,0,28
74,26,0,28
75,26,0,28
76,26,0,28
77,27,0,28
78,28,0,28
79,28,0,28
80,28,0,28
81,29,0,28
82,29,0,28
83,29,0,28
84,29,0,28
85,30,1,28
86,29,0,28
87,30,0,28
88,30,0,28
89,30,0,28
90,30,0,28
91,30,0,28
92,30,0,28
93,28,0,28
94,29,1,28
95,28,0,28
96,26,0,28
97,27,0,28
98,27,0,28
99,28,0,28
100,29,0,28
101,29,0,28
102,27,0,28
103,26,0,28
104,26,0,28
105,26,0,28
106,27,0,28
107,29,0,28
108,29,0,28
109,28,0,28
110,28,0,28
111,30,1,28
112,28,0,28
113,28,0,28
114,30,0,28
115,32,0,28
116,33,0,28
117,34,0,28
118,36,1,28
119,34,0,28
120,34,0,28
121,34,0,28
122,34,0,28
123,33,0,28
124,34,1,28
125,32,0,28
126,30,0,28
127,29,0,28
128,27,0,28
129,26,0,28
130,25,0,28
131,24,0,28
132,24,0,28
133,25,0,28
134,26,0,28
135,27,0,28
136,28,0,28
137,29,0,28
138,29,0,28
139,29,0,28
140,30,1,28
141,29,0,28
142,28,0,28
143,29,0,28
144,30,0,28
145,31,0,28
146,32,1,28
147,31,0,28
148,30,0,28
149,29,0,28
150,31,0,28
151,31,0,28
152,31,0,28
153,32,1,28
154,30,0,28
155,30,0,28
156,32,0,28
157,32,0,28
158,32,0,28
159,31,0,28
160,30,0,28
161,30,0,28
162,30,0,28
163,31,1,28
164,30,0,28
165,30,0,28
166,28,0,28
167,27,0,28
168,27,0,28
169,28,0,28
170,28,0,28
171,26,0,28
172,27,0,28
173,29,0,28
174,31,0,28
175,32,0,28
176,34,0,28
177,34,0,28
178,33,0,28
179,33,0,28
180,32,0,28
181,30,0,28
182,30,0,28
183,30,0,28
184,30,0,28
185,29,0,28
186,27,0,28
187,25,0,28
188,24,0,28
189,23,0,28
190,24,0,28
191,26,0,28
192,27,0,28
193,28,0,28
194,29,0,28
195,31,0,28
196,32,1,28
197,31,0,28
198,31,0,28
199,31,0,28
200,31,0,28
201,30,0,28
202,32,1,28
203,30,0,28
204,31,1,28
205,30,0,28
206,29,0,28
207,30,0,28
208,30,0,28
209,30,0,28
210,29,0,28
211,29,0,28
212,30,1,28
213,28,0,28
214,29,0,28
215,29,0,28
216,30,0,28
217,31,1,28
218,30,0,28
219,29,0,28
220,29,0,28
221,31,1,28
222,29,0,28
223,28,0,28
224,30,1,28
225,29,0,28
226,29,0,28
227,31,0,28
228,33,1,28
229,31,0,28
230,29,0,28
231,30,0,28
232,30,0,28
233,32,0,28
234,32,0,28
235,33,0,28
236,33,0,28
237,33,0,28
238,32,0,28
239,33,1,28
240,32,0,28
241,31,0,28
242,31,0,28
243,32,1,28
244,30,0,28
245,30,0,28
246,29,0,28
247,27,0,28
248,29,1,28
249,27,0,28
250,25,0,28
251,23,0,28
252,24,0,28
253,26,0,28
254,27,0,28
255,28,0,28
256,29,0,28
257,29,0,28
258,27,0,28
259,25,0,28
260,26,0,28
261,26,0,28
262,26,0,28
263,27,0,28
264,28,0,28
265,28,0,28
266,28,0,28
267,29,0,28
268,31,0,28
269,32,0,28
270,32,0,28
271,30,0,28
272,29,0,28
273,29,0,28
274,27,0,28
275,27,0,28
276,26,0,28
277,26,0,28
278,26,0,28
279,25,0,28
280,26,0,28
281,27,0,28
282,27,0,28
283,29,1,28
284,27,0,28
285,25,0,28
286,26,0,28
287,27,0,28
288,27,0,28
289,27,0,28
290,27,0,28
291,28,0,28
292,28,0,28
293,28,0,28
294,28,0,28
295,28,0,28
296,29,0,28
297,30,1,28
298,29,0,28
299,28,0,28
300,28,0,28
301,27,0,28
302,26,0,28
303,26,0,28
304,25,0,28
305,26,0,28
306,28,0,28
307,28,0,28
308,26,0,28
309,25,0,28
310,25,0,28
311,25,0,28
312,24,0,28
313,23,0,28
314,23,0,28
315,25,0,28
316,24,0,28
317,25,0,28
318,25,0,28
319,26,0,28
320,27,0,28
321,27,0,28
322,29,0,28
323,29,0,28
324,29,0,28
325,30,1,28
326,29,0,28
327,29,0,28
328,28,0,28
329,27,0,28
330,25,0,28
331,24,0,28
332,25,0,28
333,26,0,28
334,27,0,28
335,27,0,28
336,26,0,28
337,27,0,28
338,26,0,28
339,27,0,28
340,29,0,28
341,30,0,28
342,31,1,28
343,30,0,28
344,30,0,28
345,29,0,28
346,27,0,28
347,28,0,28
348,28,0,28
349,26,0,28
350,26,0,28
351,25,0,28
352,27,0,28
353,29,1,28
354,28,0,28
355,29,1,28
356,27,0,28
357,26,0,28
358,26,0,28
359,25,0,28
360,27,0,28
361,26,0,28
362,27,0,28
363,27,0,28
364,26,0,28
365,26,0,28
366,25,0,28
367,24,0,28
368,25,0,28
369,25,0,28
370,26,0,28
371,27,0,28
372,27,0,28
373,28,0,28
374,30,1,28
375,28,0,28
376,27,0,28
377,27,0,28
378,27,0,28
379,28,1,28
380,27,0,28
381,29,0,28
382,29,0,28
383,31,0,28
384,31,0,28
385,30,0,28
386,31,0,28
387,31,0,28
388,31,0,28
389,31,0,28
390,30,0,28
391,29,0,28
392,28,0,28
393,29,0,28
394,30,0,28
395,31,0,28
396,31,0,28
397,30,0,28
398,31,1,28
399,30,0,28
400,30,0,28
401,28,0,28
402,29,1,28
403,28,0,28
404,29,0,28
405,29,0,28
406,31,0,28
407,31,0,28
408,30,0,28
409,29,0,28
410,30,0,28
411,30,0,28
412,30,0,28
413,30,0,28
414,30,0,28
415,28,0,28
416,26,0,28
417,25,0,28
418,25,0,28
419,25,0,28
420,24,0,28
421,25,0,28
422,23,0,28
423,22,0,28
424,23,0,28
425,23,0,28
426,24,0,28
427,24,0,28
428,22,0,28
429,23,0,28
430,24,0,28
431,26,0,28
432,27,0,28
433,27,0,28
434,26,0,28
435,26,0,28
436,26,0,28
437,27,0,28
438,27,0,28
439,27,0,28
440,27,0,28
441,27,0,28
442,29,0,28
443,29,0,28
444,29,0,28
445,31,0,28
446,31,0,28
447,33,0,28
448,33,0,28
449,33,0,28
450,32,0,28
451,31,0,28
452,30,0,28
453,30,0,28
454,29,0,28
455,28,0,28
456,28,0,28
457,29,0,28
458,29,0,28
459,30,0,28
460,32,0,28
461,32,0,28
462,31,0,28
463,31,0,28
464,31,0,28
465,31,0,28
466,29,0,28
467,31,0,28
468,31,0,28
469,31,0,28
470,29,0,28
471,30,1,28
472,29,0,28
473,30,1,28
474,29,0,28
475,28,0,28
476,29,0,28
477,31,0,28
478,31,0,28
479,33,1,28
480,32,0,28
481,31,0,28
482,32,0,28
483,32,0,28
484,31,0,28
485,31,0,28
486,32,1,28
487,31,0,28
488,29,0,28
489,29,0,28
490,29,0,28
491,28,0,28
492,27,0,28
493,27,0,28
494,29,1,28
495,28,0,28
496,28,0,28
497,29,1,28
498,28,0,28
499,27,0,28
500,29,0,28
501,29,0,28
502,31,1,28
503,30,0,28
504,29,0,28
505,30,0,28
506,31,1,28
507,30,0,28
508,32,1,28
509,30,0,28
510,30,0,28
511,32,0,28
512,32,0,28
513,30,0,28
514,29,0,28
