position,match_count,is_threshold_peak,threshold
0,16,0,20
1,18,0,20
2,17,0,20
3,17,0,20
4,18,0,20
5,18,0,20
6,17,0,20
7,18,0,20
8,19,0,20
9,17,0,20
10,16,0,20
11,17,0,20
12,17,0,20
13,18,0,20
14,19,0,20
15,21,0,20
16,21,0,20
17,19,0,20
18,18,0,20
19,19,0,20
20,18,0,20
21,19,0,20
22,20,0,20
23,20,0,20
24,20,0,20
25,19,0,20
26,17,0,20
27,17,0,20
28,16,0,20
29,16,0,20
30,17,0,20
31,18,0,20
32,19,0,20
33,17,0,20
34,18,0,20
35,19,0,20
36,19,0,20
37,20,0,20
38,21,0,20
39,21,0,20
40,21,0,20
41,22,1,20
42,20,0,20
43,19,0,20
44,20,0,20
45,20,0,20
46,21,0,20
47,21,0,20
48,22,0,20
49,22,0,20
50,22,0,20
51,23,1,20
52,22,0,20
53,21,0,20
54,21,0,20
55,20,0,20
56,19,0,20
57,18,0,20
58,18,0,20
59,17,0,20
60,18,0,20
61,17,0,20
62,15,0,20
63,16,0,20
64,16,0,20
65,15,0,20
66,16,0,20
67,16,0,20
68,15,0,20
69,15,0,20
70,16,0,20
71,14,0,20
72,16,0,20
73,16,0,20
74,16,0,20
75,17,0,20
76,18,0,20
77,19,0,20
78,19,0,20
79,17,0,20
80,17,0,20
81,17,0,20
82,18,0,20
83,19,0,20
84,20,1,20
85,19,0,20
86,18,0,20
87,18,0,20
88,18,0,20
89,17,0,20
90,19,0,20
91,20,0,20
92,20,0,20
93,18,0,20
94,19,0,20
95,20,1,20
96,19,0,20
97,18,0,20
98,19,0,20
99,19,0,20
100,19,0,20
101,19,0,20
102,21,0,20
103,21,0,20
104,19,0,20
105,17,0,20
106,18,0,20
107,18,0,20
108,17,0,20
109,18,0,20
110,20,1,20
111,18,0,20
112,19,0,20
113,20,1,20
114,19,0,20
115,18,0,20
116,17,0,20
117,16,0,20
118,16,0,20
119,16,0,20
120,16,0,20
121,16,0,20
122,15,0,20
123,15,0,20
124,16,0,20
125,17,0,20
126,17,0,20
127,17,0,20
128,18,0,20
129,17,0,20
130,16,0,20
131,16,0,20
132,17,0,20
133,17,0,20
134,18,0,20
135,19,0,20
136,18,0,20
137,19,0,20
138,19,0,20
139,21,1,20
140,19,0,20
141,17,0,20
142,18,0,20
143,19,0,20
144,19,0,20
145,20,0,20
146,20,0,20
147,19,0,20
148,19,0,20
149,19,0,20
150,18,0,20
151,19,0,20
152,19,0,20
153,20,0,20
154,20,0,20
155,20,0,20
156,18,0,20
157,17,0,20
158,18,0,20
159,17,0,20
160,17,0,20
161,19,0,20
162,20,0,20
163,21,1,20
164,20,0,20
165,20,0,20
166,20,0,20
167,21,0,20
168,21,0,20
169,22,1,20
170,21,0,20
171,21,0,20
172,21,0,20
173,19,0,20
174,20,0,20
175,20,0,20
176,19,0,20
177,18,0,20
178,16,0,20
179,14,0,20
180,14,0,20
181,15,0,20
182,15,0,20
183,16,0,20
184,17,0,20
185,16,0,20
186,16,0,20
187,15,0,20
188,15,0,20
189,16,0,20
190,16,0,20
191,15,0,20
192,16,0,20
193,17,0,20
194,18,0,20
195,19,0,20
196,17,0,20
197,17,0,20
198,17,0,20
199,18,0,20
200,18,0,20
201,19,0,20
202,20,0,20
203,21,1,20
204,19,0,20
205,19,0,20
206,18,0,20
207,16,0,20
208,16,0,20
209,18,0,20
210,20,0,20
211,20,0,20
212,19,0,20
213,19,0,20
214,19,0,20
215,20,0,20
216,20,0,20
217,20,0,20
218,20,0,20
219,21,0,20
220,21,0,20
221,20,0,20
222,21,0,20
223,23,1,20
224,22,0,20
225,22,0,20
226,23,0,20
227,23,0,20
228,23,0,20
229,21,0,20
230,20,0,20
231,18,0,20
232,18,0,20
233,18,0,20
234,18,0,20
235,17,0,20
236,18,0,20
237,18,0,20
238,16,0,20
239,15,0,20
240,16,0,20
241,17,0,20
242,19,0,20
243,18,0,20
244,17,0,20
245,18,0,20
246,18,0,20
247,18,0,20
248,16,0,20
249,17,0,20
250,17,0,20
251,17,0,20
252,19,0,20
253,20,0,20
254,21,0,20
255,22,0,20
256,23,1,20
257,21,0,20
258,19,0,20
259,20,0,20
260,22,1,20
261,20,0,20
262,20,0,20
263,20,0,20
264,22,1,20
265,21,0,20
266,20,0,20
267,19,0,20
268,17,0,20
269,18,0,20
270,17,0,20
271,17,0,20
272,18,0,20
273,16,0,20
274,17,0,20
275,16,0,20
276,15,0,20
277,16,0,20
278,16,0,20
279,17,0,20
280,17,0,20
281,17,0,20
282,17,0,20
283,17,0,20
284,16,0,20
285,17,0,20
286,18,0,20
287,18,0,20
288,18,0,20
289,19,0,20
