position,match_count,is_threshold_peak,threshold
0,15,0,24
1,15,0,24
2,15,0,24
3,13,0,24
4,12,0,24
5,14,0,24
6,14,0,24
7,13,0,24
8,15,0,24
9,15,0,24
10,16,0,24
11,16,0,24
12,16,0,24
13,16,0,24
14,17,0,24
15,17,0,24
16,17,0,24
17,15,0,24
18,16,0,24
19,16,0,24
20,15,0,24
21,16,0,24
22,17,0,24
23,16,0,24
24,17,0,24
25,16,0,24
26,16,0,24
27,16,0,24
28,16,0,24
29,17,0,24
30,16,0,24
31,16,0,24
32,17,0,24
33,18,0,24
34,20,0,24
35,20,0,24
36,21,0,24
37,21,0,24
38,20,0,24
39,19,0,24
40,19,0,24
41,19,0,24
42,18,0,24
43,18,0,24
44,19,0,24
45,19,0,24
46,20,0,24
47,20,0,24
48,19,0,24
49,18,0,24
50,18,0,24
51,18,0,24
52,19,0,24
53,20,0,24
54,20,0,24
55,21,0,24
56,21,0,24
57,20,0,24
58,20,0,24
59,19,0,24
60,18,0,24
61,19,0,24
62,19,0,24
63,18,0,24
64,18,0,24
65,16,0,24
66,17,0,24
67,17,0,24
68,15,0,24
69,16,0,24
70,16,0,24
71,14,0,24
72,13,0,24
73,13,0,24
74,14,0,24
75,14,0,24
76,13,0,24
77,13,0,24
78,13,0,24
79,13,0,24
80,12,0,24
81,14,0,24
82,14,0,24
83,14,0,24
84,12,0,24
85,14,0,24
86,15,0,24
87,15,0,24
88,15,0,24
89,15,0,24
90,17,0,24
91,15,0,24
92,14,0,24
93,14,0,24
94,15,0,24
95,16,0,24
96,16,0,24
97,17,0,24
98,17,0,24
99,16,0,24
100,18,0,24
101,18,0,24
102,17,0,24
103,16,0,24
104,16,0,24
105,16,0,24
106,17,0,24
107,18,0,24
108,17,0,24
109,17,0,24
110,19,0,24
111,18,0,24
112,20,0,24
113,19,0,24
114,17,0,24
115,19,0,24
116,19,0,24
117,19,0,24
118,19,0,24
119,20,0,24
120,20,0,24
121,19,0,24
122,18,0,24
123,17,0,24
124,18,0,24
125,18,0,24
126,18,0,24
127,17,0,24
128,15,0,24
129,17,0,24
130,19,0,24
131,19,0,24
132,19,0,24
133,19,0,24
134,17,0,24
135,17,0,24
136,17,0,24
137,18,0,24
138,18,0,24
139,16,0,24
140,17,0,24
141,18,0,24
142,19,0,24
143,20,0,24
144,21,0,24
145,20,0,24
146,20,0,24
147,20,0,24
148,19,0,24
149,19,0,24
150,21,0,24
151,22,0,24
152,22,0,24
153,21,0,24
154,20,0,24
155,19,0,24
156,18,0,24
157,17,0,24
158,16,0,24
159,16,0,24
160,17,0,24
161,19,0,24
162,18,0,24
163,18,0,24
164,18,0,24
165,17,0,24
