position,match_count,is_threshold_peak,threshold
0,26,0,22
1,28,1,22
2,26,0,22
3,24,0,22
4,23,0,22
5,21,0,22
6,19,0,22
7,19,0,22
8,20,0,22
9,18,0,22
10,17,0,22
11,17,0,22
12,15,0,22
13,16,0,22
14,16,0,22
15,16,0,22
16,17,0,22
17,17,0,22
18,16,0,22
19,17,0,22
20,18,0,22
21,19,0,22
22,20,0,22
23,20,0,22
24,19,0,22
25,20,0,22
26,20,0,22
27,22,0,22
28,24,0,22
29,26,0,22
30,28,1,22
31,26,0,22
32,24,0,22
33,23,0,22
34,21,0,22
35,19,0,22
36,19,0,22
37,20,0,22
38,18,0,22
39,17,0,22
40,17,0,22
41,15,0,22
42,16,0,22
43,16,0,22
44,16,0,22
45,17,0,22
46,17,0,22
47,16,0,22
48,17,0,22
49,18,0,22
50,19,0,22
51,20,0,22
52,20,0,22
53,19,0,22
54,20,0,22
55,20,0,22
56,22,0,22
57,24,0,22
58,26,0,22
59,28,1,22
60,26,0,22
61,24,0,22
62,23,0,22
63,21,0,22
64,19,0,22
65,19,0,22
66,20,0,22
67,18,0,22
68,17,0,22
69,17,0,22
70,15,0,22
71,16,0,22
72,16,0,22
73,16,0,22
74,17,0,22
75,17,0,22
76,16,0,22
77,17,0,22
78,18,0,22
79,19,0,22
80,20,0,22
81,20,0,22
82,19,0,22
83,20,0,22
84,20,0,22
85,22,0,22
86,24,0,22
87,26,0,22
88,28,1,22
89,26,0,22
90,24,0,22
91,23,0,22
92,21,0,22
93,19,0,22
94,19,0,22
95,20,0,22
96,18,0,22
97,17,0,22
98,17,0,22
99,15,0,22
100,16,0,22
101,16,0,22
102,16,0,22
103,17,0,22
104,17,0,22
105,16,0,22
106,17,0,22
107,18,0,22
108,19,0,22
109,20,0,22
110,20,0,22
111,19,0,22
112,20,0,22
113,20,0,22
114,22,0,22
115,24,0,22
116,26,0,22
117,28,1,22
118,26,0,22
119,24,0,22
120,23,0,22
121,21,0,22
122,19,0,22
123,19,0,22
124,20,0,22
125,18,0,22
126,17,0,22
127,17,0,22
128,15,0,22
129,16,0,22
130,16,0,22
131,16,0,22
132,17,0,22
133,17,0,22
134,16,0,22
135,17,0,22
136,18,0,22
137,19,0,22
138,20,0,22
139,20,0,22
140,19,0,22
141,20,0,22
142,20,0,22
143,22,0,22
144,24,0,22
145,26,0,22
146,28,1,22
147,26,0,22
148,24,0,22
149,23,0,22
150,21,0,22
151,19,0,22
152,19,0,22
153,20,0,22
154,18,0,22
155,17,0,22
156,17,0,22
157,15,0,22
158,16,0,22
159,16,0,22
160,16,0,22
161,17,0,22
162,17,0,22
163,16,0,22
164,17,0,22
165,18,0,22
166,19,0,22
167,20,0,22
168,20,0,22
169,19,0,22
170,20,0,22
171,20,0,22
172,22,0,22
173,24,0,22
174,26,0,22
175,28,1,22
176,26,0,22
177,24,0,22
178,23,0,22
179,21,0,22
180,19,0,22
181,19,0,22
182,20,0,22
183,18,0,22
184,17,0,22
185,17,0,22
186,15,0,22
187,16,0,22
188,16,0,22
189,16,0,22
190,17,0,22
191,17,0,22
192,16,0,22
193,17,0,22
194,18,0,22
195,19,0,22
196,20,0,22
197,20,0,22
198,19,0,22
199,20,0,22
200,20,0,22
201,22,0,22
202,24,0,22
203,26,0,22
204,28,1,22
205,26,0,22
206,24,0,22
207,23,0,22
208,21,0,22
209,19,0,22
210,19,0,22
211,20,0,22
212,18,0,22
