position,match_count,is_threshold_peak,threshold
0,16,0,28
1,17,0,28
2,16,0,28
3,15,0,28
4,16,0,28
5,15,0,28
6,14,0,28
7,15,0,28
8,15,0,28
9,14,0,28
10,14,0,28
11,15,0,28
12,16,0,28
13,15,0,28
14,15,0,28
15,15,0,28
16,15,0,28
17,16,0,28
18,17,0,28
19,18,0,28
20,17,0,28
21,17,0,28
22,16,0,28
23,15,0,28
24,14,0,28
25,15,0,28
26,14,0,28
27,15,0,28
28,15,0,28
29,16,0,28
30,15,0,28
31,14,0,28
32,16,0,28
33,17,0,28
34,17,0,28
35,16,0,28
36,15,0,28
37,16,0,28
38,17,0,28
39,16,0,28
40,14,0,28
41,16,0,28
42,15,0,28
43,15,0,28
44,16,0,28
45,16,0,28
46,17,0,28
47,18,0,28
48,18,0,28
49,17,0,28
50,16,0,28
51,15,0,28
52,17,0,28
53,16,0,28
54,14,0,28
55,15,0,28
56,15,0,28
57,15,0,28
58,16,0,28
59,16,0,28
60,18,0,28
61,17,0,28
62,18,0,28
63,19,0,28
64,19,0,28
65,20,0,28
66,19,0,28
67,19,0,28
68,18,0,28
69,18,0,28
70,17,0,28
71,18,0,28
72,17,0,28
73,15,0,28
74,15,0,28
75,14,0,28
76,14,0,28
77,14,0,28
78,15,0,28
79,16,0,28
80,15,0,28
81,16,0,28
82,15,0,28
83,16,0,28
84,17,0,28
85,17,0,28
86,18,0,28
87,18,0,28
88,17,0,28
89,16,0,28
90,15,0,28
91,16,0,28
92,17,0,28
93,16,0,28
94,16,0,28
95,17,0,28
96,16,0,28
97,17,0,28
98,17,0,28
99,18,0,28
100,17,0,28
101,17,0,28
102,18,0,28
103,19,0,28
104,19,0,28
105,18,0,28
106,19,0,28
107,18,0,28
108,17,0,28
109,17,0,28
110,16,0,28
111,16,0,28
112,16,0,28
113,17,0,28
114,15,0,28
115,15,0,28
116,16,0,28
117,16,0,28
118,16,0,28
119,15,0,28
120,15,0,28
121,16,0,28
122,15,0,28
123,15,0,28
124,14,0,28
125,13,0,28
126,14,0,28
127,16,0,28
128,17,0,28
129,16,0,28
130,17,0,28
131,18,0,28
132,17,0,28
133,16,0,28
134,18,0,28
135,19,0,28
136,19,0,28
137,19,0,28
138,18,0,28
139,17,0,28
140,16,0,28
141,16,0,28
142,15,0,28
143,14,0,28
144,14,0,28
145,15,0,28
146,15,0,28
147,15,0,28
148,14,0,28
149,13,0,28
150,13,0,28
151,14,0,28
152,13,0,28
153,13,0,28
154,12,0,28
155,12,0,28
156,13,0,28
157,13,0,28
158,14,0,28
159,13,0,28
160,12,0,28
161,12,0,28
162,13,0,28
163,12,0,28
164,13,0,28
165,14,0,28
166,15,0,28
167,16,0,28
168,16,0,28
169,15,0,28
170,14,0,28
171,14,0,28
172,13,0,28
173,13,0,28
174,13,0,28
175,13,0,28
176,14,0,28
177,15,0,28
178,14,0,28
179,14,0,28
180,14,0,28
181,14,0,28
182,14,0,28
183,14,0,28
184,15,0,28
185,15,0,28
186,16,0,28
187,16,0,28
188,15,0,28
189,16,0,28
190,16,0,28
191,15,0,28
192,14,0,28
193,14,0,28
194,13,0,28
195,15,0,28
196,17,0,28
197,17,0,28
198,17,0,28
199,16,0,28
200,15,0,28
201,16,0,28
202,15,0,28
203,13,0,28
204,15,0,28
205,15,0,28
206,15,0,28
207,16,0,28
208,16,0,28
209,17,0,28
210,18,0,28
211,17,0,28
212,16,0,28
213,14,0,28
214,13,0,28
215,15,0,28
216,14,0,28
217,15,0,28
218,14,0,28
219,15,0,28
220,14,0,28
221,13,0,28
222,14,0,28
223,15,0,28
224,15,0,28
225,16,0,28
226,17,0,28
227,18,0,28
228,18,0,28
229,18,0,28
230,20,0,28
231,19,0,28
232,20,0,28
233,19,0,28
234,18,0,28
235,17,0,28
236,18,0,28
237,18,0,28
238,18,0,28
239,19,0,28
240,19,0,28
241,21,0,28
242,22,0,28
243,20,0,28
244,19,0,28
245,18,0,28
246,16,0,28
247,15,0,28
248,15,0,28
249,15,0,28
250,16,0,28
251,16,0,28
252,15,0,28
253,15,0,28
254,15,0,28
255,14,0,28
256,14,0,28
257,16,0,28
258,17,0,28
259,19,0,28
260,17,0,28
261,16,0,28
262,17,0,28
263,17,0,28
264,17,0,28
265,16,0,28
266,15,0,28
267,16,0,28
268,15,0,28
269,15,0,28
270,15,0,28
271,16,0,28
272,15,0,28
273,16,0,28
274,15,0,28
275,16,0,28
276,17,0,28
277,17,0,28
278,15,0,28
279,16,0,28
280,15,0,28
281,15,0,28
282,16,0,28
283,16,0,28
284,15,0,28
285,15,0,28
286,14,0,28
287,15,0,28
288,17,0,28
289,17,0,28
290,15,0,28
291,15,0,28
292,15,0,28
293,15,0,28
294,15,0,28
295,16,0,28
296,15,0,28
297,14,0,28
298,15,0,28
299,15,0,28
300,14,0,28
301,13,0,28
302,14,0,28
303,16,0,28
304,17,0,28
305,19,0,28
306,17,0,28
307,17,0,28
308,19,0,28
309,18,0,28
310,19,0,28
311,19,0,28
312,17,0,28
313,18,0,28
314,18,0,28
315,18,0,28
316,18,0,28
317,19,0,28
318,19,0,28
319,19,0,28
320,18,0,28
321,17,0,28
322,17,0,28
323,18,0,28
324,17,0,28
325,16,0,28
326,15,0,28
327,17,0,28
328,19,0,28
329,18,0,28
330,17,0,28
331,18,0,28
332,17,0,28
333,17,0,28
334,17,0,28
335,19,0,28
336,18,0,28
337,18,0,28
338,19,0,28
339,20,0,28
340,21,0,28
341,21,0,28
342,20,0,28
343,19,0,28
344,20,0,28
345,20,0,28
346,20,0,28
347,18,0,28
348,18,0,28
349,17,0,28
350,18,0,28
351,19,0,28
352,19,0,28
353,19,0,28
354,19,0,28
355,18,0,28
356,17,0,28
357,17,0,28
358,16,0,28
359,15,0,28
360,14,0,28
361,15,0,28
362,16,0,28
363,18,0,28
364,17,0,28
365,18,0,28
366,19,0,28
367,19,0,28
368,21,0,28
369,19,0,28
370,18,0,28
371,17,0,28
372,18,0,28
373,17,0,28
374,17,0,28
375,19,0,28
376,19,0,28
377,20,0,28
378,18,0,28
379,17,0,28
380,17,0,28
381,16,0,28
382,17,0,28
383,16,0,28
384,15,0,28
385,17,0,28
386,19,0,28
387,19,0,28
388,19,0,28
389,18,0,28
390,17,0,28
391,16,0,28
392,17,0,28
393,17,0,28
394,16,0,28
395,17,0,28
396,18,0,28
397,17,0,28
398,17,0,28
399,16,0,28
400,15,0,28
401,15,0,28
402,16,0,28
403,17,0,28
404,17,0,28
405,15,0,28
406,15,0,28
407,16,0,28
408,18,0,28
409,19,0,28
410,18,0,28
411,17,0,28
412,18,0,28
413,17,0,28
414,19,0,28
415,18,0,28
416,17,0,28
417,17,0,28
418,17,0,28
419,17,0,28
420,18,0,28
421,18,0,28
422,17,0,28
423,18,0,28
424,16,0,28
425,16,0,28
426,16,0,28
427,17,0,28
428,17,0,28
429,17,0,28
430,17,0,28
431,18,0,28
432,20,0,28
433,19,0,28
434,18,0,28
435,19,0,28
436,17,0,28
437,18,0,28
438,18,0,28
439,18,0,28
440,16,0,28
441,17,0,28
442,18,0,28
443,17,0,28
444,17,0,28
445,18,0,28
446,17,0,28
447,17,0,28
448,18,0,28
449,19,0,28
450,18,0,28
451,16,0,28
452,16,0,28
453,17,0,28
454,19,0,28
455,19,0,28
456,18,0,28
457,18,0,28
458,20,0,28
459,20,0,28
460,22,0,28
461,21,0,28
462,19,0,28
463,18,0,28
