position,match_count,is_threshold_peak,threshold
0,25,0,28
1,25,0,28
2,23,0,28
3,24,0,28
4,22,0,28
5,22,0,28
6,22,0,28
7,22,0,28
8,21,0,28
9,22,0,28
10,22,0,28
11,21,0,28
12,20,0,28
13,21,0,28
14,21,0,28
15,21,0,28
16,20,0,28
17,21,0,28
18,21,0,28
19,22,0,28
20,24,0,28
21,24,0,28
22,23,0,28
23,23,0,28
24,22,0,28
25,21,0,28
26,22,0,28
27,23,0,28
28,25,0,28
29,24,0,28
30,24,0,28
31,23,0,28
32,23,0,28
33,23,0,28
34,22,0,28
35,22,0,28
36,22,0,28
37,21,0,28
38,19,0,28
39,19,0,28
40,18,0,28
41,18,0,28
42,18,0,28
43,18,0,28
44,19,0,28
45,18,0,28
46,18,0,28
47,17,0,28
48,17,0,28
49,19,0,28
50,19,0,28
51,20,0,28
52,18,0,28
53,18,0,28
54,19,0,28
55,19,0,28
56,20,0,28
57,20,0,28
58,19,0,28
59,20,0,28
60,22,0,28
61,21,0,28
62,23,0,28
63,22,0,28
64,22,0,28
65,21,0,28
66,22,0,28
67,21,0,28
68,23,0,28
69,23,0,28
70,25,0,28
71,26,0,28
72,28,0,28
73,30,0,28
74,32,0,28
75,33,0,28
76,33,0,28
77,32,0,28
78,30,0,28
79,28,0,28
80,26,0,28
81,24,0,28
82,22,0,28
83,21,0,28
84,22,0,28
85,23,0,28
86,23,0,28
87,22,0,28
88,20,0,28
89,19,0,28
90,19,0,28
91,18,0,28
92,17,0,28
93,15,0,28
94,15,0,28
95,16,0,28
96,16,0,28
97,16,0,28
98,15,0,28
99,13,0,28
100,13,0,28
101,15,0,28
102,16,0,28
103,15,0,28
104,16,0,28
105,17,0,28
106,18,0,28
107,17,0,28
108,17,0,28
109,16,0,28
110,17,0,28
111,16,0,28
112,15,0,28
113,15,0,28
114,17,0,28
115,18,0,28
116,20,0,28
117,20,0,28
118,20,0,28
119,20,0,28
120,20,0,28
121,20,0,28
122,22,0,28
123,21,0,28
124,21,0,28
125,23,0,28
126,25,0,28
127,25,0,28
128,27,0,28
129,28,0,28
130,28,0,28
131,27,0,28
132,26,0,28
133,25,0,28
134,23,0,28
135,23,0,28
136,22,0,28
137,22,0,28
138,21,0,28
139,21,0,28
140,21,0,28
141,20,0,28
142,20,0,28
143,19,0,28
144,17,0,28
145,19,0,28
146,19,0,28
147,20,0,28
148,20,0,28
149,20,0,28
150,21,0,28
151,19,0,28
152,20,0,28
153,18,0,28
154,16,0,28
155,16,0,28
156,18,0,28
157,16,0,28
158,18,0,28
159,17,0,28
160,16,0,28
161,16,0,28
162,17,0,28
163,16,0,28
164,16,0,28
165,18,0,28
166,17,0,28
167,18,0,28
168,18,0,28
169,20,0,28
170,19,0,28
171,20,0,28
172,20,0,28
173,22,0,28
174,24,0,28
175,26,0,28
176,27,0,28
177,29,0,28
178,31,0,28
179,33,0,28
180,35,1,28
181,33,0,28
182,31,0,28
183,29,0,28
184,27,0,28
185,25,0,28
186,23,0,28
187,21,0,28
188,19,0,28
189,19,0,28
190,19,0,28
191,20,0,28
192,20,0,28
193,20,0,28
194,20,0,28
195,18,0,28
196,18,0,28
197,16,0,28
198,17,0,28
199,18,0,28
200,19,0,28
201,19,0,28
202,20,0,28
203,19,0,28
204,19,0,28
205,20,0,28
206,22,0,28
207,23,0,28
208,21,0,28
209,21,0,28
210,20,0,28
211,21,0,28
212,20,0,28
213,20,0,28
214,22,0,28
215,22,0,28
216,21,0,28
217,22,0,28
218,23,0,28
219,22,0,28
220,22,0,28
221,22,0,28
222,21,0,28
223,20,0,28
224,19,0,28
225,20,0,28
226,21,0,28
227,21,0,28
228,19,0,28
229,20,0,28
230,20,0,28
231,19,0,28
232,18,0,28
233,17,0,28
234,17,0,28
235,17,0,28
236,19,0,28
237,17,0,28
238,17,0,28
239,16,0,28
240,17,0,28
241,15,0,28
242,13,0,28
243,13,0,28
244,12,0,28
245,13,0,28
246,14,0,28
247,14,0,28
248,15,0,28
249,16,0,28
250,14,0,28
251,14,0,28
252,14,0,28
253,15,0,28
254,15,0,28
255,13,0,28
256,15,0,28
257,16,0,28
258,16,0,28
259,16,0,28
260,17,0,28
261,18,0,28
262,18,0,28
263,19,0,28
264,20,0,28
265,20,0,28
266,21,0,28
267,20,0,28
268,20,0,28
269,21,0,28
270,21,0,28
271,22,0,28
272,21,0,28
273,19,0,28
274,18,0,28
275,20,0,28
276,20,0,28
277,21,0,28
278,21,0,28
279,22,0,28
280,21,0,28
281,19,0,28
282,18,0,28
283,17,0,28
284,16,0,28
285,17,0,28
286,18,0,28
287,18,0,28
288,18,0,28
289,17,0,28
290,17,0,28
291,17,0,28
292,19,0,28
293,19,0,28
294,18,0,28
295,16,0,28
296,18,0,28
297,19,0,28
298,20,0,28
299,20,0,28
300,18,0,28
301,18,0,28
302,17,0,28
303,19,0,28
304,20,0,28
305,21,0,28
306,21,0,28
307,20,0,28
308,20,0,28
309,20,0,28
310,19,0,28
311,18,0,28
312,18,0,28
313,17,0,28
314,18,0,28
315,20,0,28
316,21,0,28
317,21,0,28
318,21,0,28
319,21,0,28
320,21,0,28
321,21,0,28
322,19,0,28
323,17,0,28
324,18,0,28
325,20,0,28
326,20,0,28
327,19,0,28
328,19,0,28
329,18,0,28
330,17,0,28
331,17,0,28
332,18,0,28
333,16,0,28
334,17,0,28
335,18,0,28
336,20,0,28
337,19,0,28
338,20,0,28
339,20,0,28
340,19,0,28
341,18,0,28
342,17,0,28
343,16,0,28
344,16,0,28
345,16,0,28
346,16,0,28
347,18,0,28
348,19,0,28
349,19,0,28
350,18,0,28
351,17,0,28
352,16,0,28
353,16,0,28
354,15,0,28
355,15,0,28
356,16,0,28
357,17,0,28
358,17,0,28
359,18,0,28
360,18,0,28
361,18,0,28
362,18,0,28
363,16,0,28
364,17,0,28
365,17,0,28
366,18,0,28
367,18,0,28
368,17,0,28
369,17,0,28
370,17,0,28
371,16,0,28
372,17,0,28
373,17,0,28
374,18,0,28
375,19,0,28
376,20,0,28
377,20,0,28
378,20,0,28
379,19,0,28
380,18,0,28
381,19,0,28
382,20,0,28
383,21,0,28
384,21,0,28
385,19,0,28
386,19,0,28
387,19,0,28
388,19,0,28
389,18,0,28
390,19,0,28
391,20,0,28
392,22,0,28
393,23,0,28
394,25,0,28
395,23,0,28
396,24,0,28
397,23,0,28
398,23,0,28
399,22,0,28
400,21,0,28
401,20,0,28
402,18,0,28
403,18,0,28
404,18,0,28
405,18,0,28
406,19,0,28
407,19,0,28
408,20,0,28
409,20,0,28
410,19,0,28
411,18,0,28
412,17,0,28
413,17,0,28
414,19,0,28
415,19,0,28
416,18,0,28
417,19,0,28
418,21,0,28
419,20,0,28
420,19,0,28
421,18,0,28
422,17,0,28
423,17,0,28
424,15,0,28
425,16,0,28
426,15,0,28
427,14,0,28
428,14,0,28
429,16,0,28
430,16,0,28
431,17,0,28
432,18,0,28
433,19,0,28
434,19,0,28
435,18,0,28
436,18,0,28
437,19,0,28
438,19,0,28
439,19,0,28
440,19,0,28
441,20,0,28
442,21,0,28
443,21,0,28
444,21,0,28
445,21,0,28
446,19,0,28
447,20,0,28
448,20,0,28
449,20,0,28
450,18,0,28
451,17,0,28
452,18,0,28
453,20,0,28
454,20,0,28
455,20,0,28
456,20,0,28
457,20,0,28
458,20,0,28
459,20,0,28
460,18,0,28
461,17,0,28
462,18,0,28
463,18,0,28
464,19,0,28
465,20,0,28
466,19,0,28
467,19,0,28
468,19,0,28
469,20,0,28
470,19,0,28
471,17,0,28
472,18,0,28
473,19,0,28
474,17,0,28
475,18,0,28
476,17,0,28
477,19,0,28
478,19,0,28
479,20,0,28
480,20,0,28
481,19,0,28
482,18,0,28
483,19,0,28
484,20,0,28
485,18,0,28
486,17,0,28
487,17,0,28
488,16,0,28
489,15,0,28
490,15,0,28
491,16,0,28
492,16,0,28
493,16,0,28
494,17,0,28
495,18,0,28
496,19,0,28
497,19,0,28
498,19,0,28
499,19,0,28
500,17,0,28
501,18,0,28
502,17,0,28
503,18,0,28
504,19,0,28
505,20,0,28
506,21,0,28
507,20,0,28
508,19,0,28
509,19,0,28
510,18,0,28
511,18,0,28
512,18,0,28
513,18,0,28
514,20,0,28
515,22,0,28
516,21,0,28
517,21,0,28
518,21,0,28
519,21,0,28
520,20,0,28
521,19,0,28
522,17,0,28
523,17,0,28
524,17,0,28
525,16,0,28
526,16,0,28
527,17,0,28
528,17,0,28
529,17,0,28
530,15,0,28
531,16,0,28
532,16,0,28
533,16,0,28
534,16,0,28
535,16,0,28
536,15,0,28
537,17,0,28
538,16,0,28
539,16,0,28
540,17,0,28
541,19,0,28
542,19,0,28
543,19,0,28
544,18,0,28
545,18,0,28
546,18,0,28
547,18,0,28
548,18,0,28
549,17,0,28
550,16,0,28
551,15,0,28
552,17,0,28
553,17,0,28
554,17,0,28
555,18,0,28
556,18,0,28
557,18,0,28
558,17,0,28
559,17,0,28
560,17,0,28
561,16,0,28
562,16,0,28
563,16,0,28
564,17,0,28
565,19,0,28
566,19,0,28
567,21,0,28
568,21,0,28
569,19,0,28
570,18,0,28
571,18,0,28
572,17,0,28
573,18,0,28
574,18,0,28
575,19,0,28
576,21,0,28
577,21,0,28
578,21,0,28
579,21,0,28
580,20,0,28
581,19,0,28
582,19,0,28
583,18,0,28
584,17,0,28
585,17,0,28
586,16,0,28
587,18,0,28
588,19,0,28
589,19,0,28
590,19,0,28
591,18,0,28
592,19,0,28
593,19,0,28
594,17,0,28
595,17,0,28
596,16,0,28
597,15,0,28
598,17,0,28
599,17,0,28
600,18,0,28
601,19,0,28
602,20,0,28
603,20,0,28
604,19,0,28
605,18,0,28
606,17,0,28
607,18,0,28
608,18,0,28
609,18,0,28
610,18,0,28
611,18,0,28
612,17,0,28
613,17,0,28
614,15,0,28
615,15,0,28
616,17,0,28
617,19,0,28
618,18,0,28
619,18,0,28
620,17,0,28
621,17,0,28
622,19,0,28
623,18,0,28
624,18,0,28
625,17,0,28
626,16,0,28
627,17,0,28
628,17,0,28
629,18,0,28
630,17,0,28
631,17,0,28
632,18,0,28
633,19,0,28
634,18,0,28
635,18,0,28
636,17,0,28
637,18,0,28
638,19,0,28
639,19,0,28
640,19,0,28
641,19,0,28
642,18,0,28
643,17,0,28
644,16,0,28
645,15,0,28
646,15,0,28
647,15,0,28
648,15,0,28
649,15,0,28
650,15,0,28
651,14,0,28
652,16,0,28
653,17,0,28
654,17,0,28
655,16,0,28
656,16,0,28
