record_id,signal_type,start_kmer_idx,end_kmer_idx,start_base,end_base,run_kmer_len,scale_used,mean_atcg
chr13p,strong,4189,4189,4189,4208,1,302.0,1.3529411764705883
chr13p,strong,4364,4364,4364,4383,1,302.0,1.5
chr13p,strong,4548,4548,4548,4567,1,302.0,1.2222222222222223
chr13p,strong,8335,8335,8335,8354,1,302.0,1.5
chr13p,strong,8505,8505,8505,8524,1,302.0,1.3529411764705883
chr13p,strong,8670,8670,8670,8689,1,302.0,1.3529411764705883
chr13p,strong,8859,8859,8859,8878,1,302.0,1.6666666666666667
chr13p,strong,10790,10790,10790,10809,1,302.0,1.5
chr13p,strong,10979,10979,10979,10998,1,302.0,1.2222222222222223
chr13p,strong,13852,13852,13852,13871,1,302.0,1.5
chr13p,strong,14041,14041,14041,14060,1,302.0,1.6666666666666667
chr13p,strong,15941,15941,15941,15960,1,302.0,1.6666666666666667
chr13p,strong,16116,16116,16116,16135,1,302.0,1.6666666666666667
chr13p,strong,16300,16300,16300,16319,1,302.0,1.6666666666666667
chr13p,strong,16467,16485,16467,16504,19,302.0,1.293330074412036
chr13p,strong,16656,16683,16656,16702,28,302.0,1.6144957983193275
chr13p,strong,16830,16858,16830,16877,29,302.0,1.3529411764705879
chr13p,strong,17014,17047,17014,17066,34,302.0,1.3264331532406566
chr13p,strong,18759,18759,18759,18778,1,302.0,1.3529411764705883
chr13p,strong,18934,18934,18934,18953,1,302.0,1.5
chr13p,strong,19128,19128,19128,19147,1,302.0,1.2222222222222223
chr13p,strong,22673,22673,22673,22692,1,302.0,1.105263157894737
chr13p,strong,22851,22851,22851,22870,1,302.0,1.5
chr13p,strong,26123,26123,26123,26142,1,302.0,1.3529411764705883
chr13p,strong,30633,30633,30633,30652,1,302.0,1.6666666666666667
chr13p,strong,30803,30803,30803,30822,1,302.0,1.3529411764705883
chr13p,strong,30980,30980,30980,30999,1,302.0,1.2222222222222223
chr13p,strong,31169,31169,31169,31188,1,302.0,1.3529411764705883
chr13p,strong,35950,35950,35950,35969,1,302.0,1.5
chr13p,strong,36130,36130,36130,36149,1,302.0,1.5
chr13p,strong,36300,36300,36300,36319,1,302.0,1.8571428571428572
chr13p,strong,38501,38501,38501,38520,1,302.0,1.6666666666666667
chr13p,strong,38671,38671,38671,38690,1,302.0,1.3529411764705883
chr13p,strong,38848,38848,38848,38867,1,302.0,1.2222222222222223
chr13p,strong,39037,39037,39037,39056,1,302.0,1.3529411764705883
chr13p,strong,49501,49501,49501,49520,1,302.0,1.5
chr13p,strong,49700,49700,49700,49719,1,302.0,2.076923076923077
chr13p,strong,49889,49889,49889,49908,1,302.0,1.5
chr13p,strong,50078,50078,50078,50097,1,302.0,1.6666666666666667
chr13p,strong,53633,53633,53633,53652,1,302.0,1.2222222222222223
chr13p,strong,53826,53826,53826,53845,1,302.0,1.6666666666666667
chr13p,strong,55600,55600,55600,55619,1,302.0,1.5
chr13p,strong,57321,57321,57321,57340,1,302.0,1.6666666666666667
chr13p,strong,57491,57491,57491,57510,1,302.0,1.5
chr13p,strong,64430,64430,64430,64449,1,302.0,1.5
chr13p,strong,64628,64628,64628,64647,1,302.0,1.5
chr13p,strong,74254,74254,74254,74273,1,302.0,3.4444444444444446
chr13p,strong,74447,74447,74447,74466,1,302.0,3.4444444444444446
chr13p,strong,74632,74632,74632,74651,1,302.0,3.4444444444444446
chr13p,strong,74807,74807,74807,74826,1,302.0,3.4444444444444446
chr13p,strong,75010,75010,75010,75029,1,302.0,3.4444444444444446
chr13p,strong,75203,75203,75203,75222,1,302.0,3.4444444444444446
chr13p,strong,77309,77309,77309,77328,1,302.0,3.0
chr13p,strong,77489,77489,77489,77508,1,302.0,3.4444444444444446
chr13p,strong,78084,78084,78084,78103,1,302.0,3.0
chr13p,strong,78254,78254,78254,78273,1,302.0,2.6363636363636362
chr13p,strong,78451,78451,78451,78470,1,302.0,4.0
chr13p,strong,78654,78654,78654,78673,1,302.0,3.4444444444444446
chr13p,strong,78829,78829,78829,78848,1,302.0,3.0
chr13p,strong,81796,81796,81796,81815,1,302.0,3.0
chr13p,strong,81990,81990,81990,82009,1,302.0,4.0
chr13p,strong,82165,82165,82165,82184,1,302.0,3.4444444444444446
chr13p,strong,83114,83114,83114,83133,1,302.0,4.714285714285714
chr13p,strong,83303,83303,83303,83322,1,302.0,3.0
chr13p,strong,83501,83501,83501,83520,1,302.0,3.4444444444444446
chr13p,strong,84156,84156,84156,84175,1,302.0,4.714285714285714
chr13p,strong,84336,84336,84336,84355,1,302.0,2.6363636363636362
chr13p,strong,85349,85349,85349,85368,1,302.0,5.666666666666667
chr13p,strong,88710,88710,88710,88729,1,302.0,4.0
chr13p,strong,88894,88894,88894,88913,1,302.0,4.0
chr13p,strong,89088,89088,89088,89107,1,302.0,3.4444444444444446
chr13p,strong,96444,96444,96444,96463,1,302.0,3.4444444444444446
